AccountNumber,TaxMap,GPIN,LUC,Total Land,Land Unit Type,CurYr_LandMarketValue,CurYr_LandUseValue,CurYr_AgricultCredit,CurYr_BuildingValue,CurYr_SFYIValue,CurYr_MarketValue,PrevYr_LandMarketValue,PrevYr_LandUseValue,PrevYr_agricultCredit,PrevYr_BuildingValue,PrevYr_SFYIValue,PrevYr_MarketValue,Description,Full description,,,
11787,21-1-0-2-B,6851-31-6267,SNGL FAM SUB,3.92,AC,75200,0,75200,191500,24700,291400,73800,0,73800,171400,20500,265700,A1,AG/GEN,,,
11794,47-1-0-31-C,7716-79-0350,SNGL FAM SUB,0.692,AC,169300,0,169300,0,0,169300,151100,0,151100,0,0,151100,A2,AG/LTD,,,
11795,1-1-0-2-A,6805-91-3076,SNGL FAM SUB,16.907,AC,112700,104900,7800,0,0,112700,148400,137600,10800,0,0,148400,A1,AG/GEN,,,
11798,5-19-A-1-0,6813-78-2779,SNGL FAM SUB,12.858,AC,88500,0,88500,127400,0,215900,86900,0,86900,104500,0,191400,A1,AG/GEN,,,
11799,5-19-B-1-0,6813-68-5852,SNGL FAM SUB,17,AC,113100,0,113100,307200,9400,429700,111000,0,111000,267100,6500,384600,A1,AG/GEN,,,
11800,5-19-B-2-0,6813-59-7456,AG 20-100 AC,25,AC,138000,0,138000,0,2500,140500,135300,0,135300,0,2500,137800,A1,AG/GEN,,,
11801,5-19-B-3-0,6813-59-4825,AG 20-100 AC,20.375,AC,128600,0,128600,365500,6000,500100,126200,0,126200,322700,6000,454900,A1,AG/GEN,,,
11802,5-19-B-4-0,6814-50-6340,AG 20-100 AC,20.375,AC,128600,0,128600,378300,0,506900,126200,0,126200,339200,0,465400,A1,AG/GEN,,,
11803,5-19-B-5-0,6814-50-7799,AG 20-100 AC,20,AC,126900,0,126900,278100,72800,477800,124500,0,124500,241600,64400,430500,A1,AG/GEN,,,
11804,5-19-B-6-0,6814-61-0630,AG 20-100 AC,20,AC,126900,0,126900,251500,3200,381600,124500,0,124500,224100,1400,350000,A1,AG/GEN,,,
11805,5-19-C-1-0,6814-71-2997,SNGL FAM SUB,8.867,AC,79800,0,79800,0,0,79800,78300,0,78300,0,0,78300,RR,RES/RUR,,,
11806,5-19-C-2-0,6814-61-7959,SNGL FAM SUB,6,AC,65200,0,65200,572700,23900,661800,64000,0,64000,497900,20400,582300,RR,RES/RUR,,,
11807,5-19-C-3-0,6814-71-5469,SNGL FAM SUB,7.5,AC,72900,0,72900,223000,400,296300,71500,0,71500,193300,400,265200,RR,RES/RUR,,,
11809,20-1-0-53-C,6841-80-2085,SNGL FAM SUB,2.16,AC,60000,0,60000,122900,600,183500,58900,0,58900,109100,600,168600,A1,AG/GEN,,,
11811,19-1-0-55-A,6830-64-1780,SNGL FAM SUB,5.59,AC,95800,0,95800,561600,0,657400,88000,0,88000,328600,0,416600,A1,AG/GEN,,,
11989,30-1-0-76-E,6758-88-9572,SNGL FAM SUB,1,AC,48600,0,48600,0,0,48600,44900,0,44900,0,0,44900,A2,AG/LTD,,,
11993,20-1-0-20-A,6840-02-3709,SNGL FAM SUB,3.16,AC,74700,0,74700,122400,7000,204100,72400,0,72400,102700,5800,180900,A1,AG/GEN,,,
11994,20-1-0-20-B,6840-02-5669,SNGL FAM SUB,2.3,AC,66700,0,66700,156800,30400,253900,63400,0,63400,128900,26200,218500,A1,AG/GEN,,,
11995,20-1-0-20-C,6840-02-8876,SNGL FAM SUB,4.86,AC,87900,0,87900,242300,59000,389200,81900,0,81900,203100,49000,334000,A1,AG/GEN,,,
11999,25-1-0-11-A,5799-26-4269,AG 20-100 AC,58.5,AC,179100,0,179100,0,6500,185600,174800,0,174800,0,0,174800,A1,AG/GEN,,,
12002,5-1-0-14-B,6813-73-7538,SNGL FAM SUB,2.09,AC,45300,0,45300,104200,500,150000,44500,0,44500,91600,500,136600,A1,AG/GEN,,,
12004,18-1-0-35-D,6820-60-6998,SNGL FAM SUB,11.87,AC,93600,0,93600,0,0,93600,91200,0,91200,0,0,91200,A1,AG/GEN,,,
12007,16-1-0-72-C,6800-03-5075,SNGL FAM SUB,0.39,AC,1500,0,1500,0,0,1500,1400,0,1400,0,0,1400,A1,AG/GEN,,,
12009,63-9-0-1-B,7724-01-7144,SNGL FAM SUB,9.861,AC,413400,0,413400,0,0,413400,359400,0,359400,0,0,359400,R1A2,RES LTD,,,
12010,63-9-0-1-C,7724-01-5545,SNGL FAM SUB,9.844,AC,412900,0,412900,0,0,412900,359000,0,359000,0,0,359000,A2R1,AG LTD/,,,
12011,27-1-0-82-A,6728-31-8984,SNGL FAM SUB,11.54,AC,89000,0,89000,313900,1800,404700,87300,0,87300,280000,1800,369100,A1,AG/GEN,,,
12012,39-1-0-98-0,6728-31-9025,SNGL FAM SUB,11.52,AC,91800,0,91800,313900,14000,419700,90100,0,90100,272100,12500,374700,A1,AG/GEN,,,
12013,39-1-0-99-0,6728-31-9476,SNGL FAM SUB,11.53,AC,88900,0,88900,180800,0,269700,87200,0,87200,157100,0,244300,A1,AG/GEN,,,
12014,44-15-2-7-A,6776-67-2370,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,,,
12015,44-15-2-7-B,6776-67-3123,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,,,
12043,47-1-0-38-0,7717-60-1498,COMM & IND,50.765,AC,1272800,0,1272800,121900,467900,1862600,1156200,0,1156200,127300,450000,1733500,A2,AG/LTD,,,
12045,47-1-0-42-A,7717-90-0135,COMM & IND,77.015,AC,1845200,0,1845200,0,713200,2558400,1676200,0,1676200,0,707200,2383400,A2,AG/LTD,,,
12047,47-1-0-46-A,7717-92-2216,SNGL FAM SUB,16.7,AC,1653300,0,1653300,35000,600,1688900,1476300,0,1476300,29800,600,1506700,RPUD,RES/PUD,,,
12109,3-3-0-1-0,6803-00-2929,SNGL FAM SUB,8.622,AC,66700,0,66700,155900,31300,253900,64700,0,64700,134000,26400,225100,A1,AG/GEN,,,
12110,3-3-0-2-0,6803-01-7214,SNGL FAM SUB,11.141,AC,75100,0,75100,147500,0,222600,73500,0,73500,133100,0,206600,A1,AG/GEN,,,
12111,3-3-0-3-0,6803-11-1478,SNGL FAM SUB,11.16,AC,75200,0,75200,0,0,75200,73600,0,73600,0,0,73600,A1,AG/GEN,,,
12112,3-3-0-4-0,6803-11-6703,SNGL FAM SUB,12.121,AC,78000,0,78000,241700,37900,357600,76900,0,76900,200500,43500,320900,A1,AG/GEN,,,
12116,12-1-0-28-A,6821-82-8505,SNGL FAM SUB,2.39,AC,50200,0,50200,136100,900,187200,49000,0,49000,116600,900,166500,A1,AG/GEN,,,
12117,12-1-0-28-B,6821-82-9819,SNGL FAM SUB,4.69,AC,65000,0,65000,358300,5300,428600,64600,0,64600,294600,5300,364500,A1,AG/GEN,,,
12118,12-1-0-28-C,6821-93-0088,SNGL FAM SUB,3.15,AC,54800,0,54800,265800,3000,323600,54100,0,54100,219400,3000,276500,A1,AG/GEN,,,
12119,12-1-0-28-D,6821-93-2298,SNGL FAM SUB,3.41,AC,56600,0,56600,169300,8000,233900,55900,0,55900,139500,8000,203400,A1,AG/GEN,,,
12120,13-1-0-20-C,6841-65-4655,SNGL FAM SUB,2,AC,58600,0,58600,104100,3500,166200,47500,0,47500,99800,2800,150100,A1,AG/GEN,,,
12121,13-1-0-20-D,6841-65-1960,SNGL FAM SUB,2,AC,58600,0,58600,119800,5500,183900,47500,0,47500,115300,4000,166800,A1,AG/GEN,,,
12122,17-1-0-84-A,6719-09-7155,SNGL FAM SUB,2.4,AC,48400,0,48400,0,0,48400,45700,0,45700,0,0,45700,A1,AG/GEN,,,
12123,26-2-0-2-H,6708-67-9289,AG 20-100 AC,29.118,AC,200200,0,200200,477900,46900,725000,196400,0,196400,436000,47300,679700,RR,RES/RUR,,,
12124,32-1-0-7-A,6779-84-7333,SNGL FAM SUB,7.26,AC,154200,86900,67300,379500,21900,555600,138000,78100,59900,309200,17900,465100,A2,AG/LTD,,,
12125,34-2-0-5-0,7708-62-8496,SNGL FAM SUB,4.96,AC,170000,0,170000,322500,0,492500,156000,0,156000,271400,0,427400,RR,RES/RUR,,,
12126,34-2-0-6-0,7708-62-8816,SNGL FAM SUB,6.22,AC,175000,0,175000,368300,800,544100,161000,0,161000,308900,800,470700,RR,RES/RUR,,,
12127,34-2-0-7-0,7708-72-5722,SNGL FAM SUB,4.6,AC,170000,0,170000,402500,1800,574300,156000,0,156000,339500,1900,497400,RR,RES/RUR,,,
12128,43-1-0-5-F,6767-58-2524,SNGL FAM SUB,1.048,AC,6600,0,6600,0,0,6600,5900,0,5900,0,0,5900,A2,AG/LTD,,,
12129,46-31-0-1-0,7708-70-0621,SNGL FAM SUB,6.59,AC,175000,0,175000,350000,56100,581100,161000,0,161000,296900,51400,509300,RR,RES/RUR,,,
12130,46-31-0-1-A,7708-60-6697,SNGL FAM SUB,1.53,AC,15300,0,15300,0,0,15300,14000,0,14000,0,0,14000,RR,RES/RUR,,,
12131,46-31-0-2-0,7708-61-9490,SNGL FAM SUB,4.05,AC,170000,0,170000,464400,26100,660500,156000,0,156000,386900,23800,566700,RR,RES/RUR,,,
12133,46-31-0-4-0,7708-62-8172,SNGL FAM SUB,3.78,AC,170000,0,170000,298900,12400,481300,156000,0,156000,250900,12400,419300,RR,RES/RUR,,,
12134,46-31-0-8-0,7708-72-4383,SNGL FAM SUB,5.72,AC,175000,0,175000,412200,3000,590200,161000,0,161000,347900,2500,511400,RR,RES/RUR,,,
12141,67-23-B-12-0,7733-36-8565,SNGL FAM SUB,0.807,AC,265000,0,265000,614900,500,880400,220000,0,220000,547500,500,768000,R1,RES/LTD,,,
12142,67-23-B-13-0,7733-36-8742,SNGL FAM SUB,0.69,AC,265000,0,265000,765400,1600,1032000,220000,0,220000,640900,1700,862600,R1,RES/LTD,,,
12143,67-23-B-14-0,7733-36-9798,SNGL FAM SUB,0.898,AC,265000,0,265000,612400,0,877400,220000,0,220000,517800,0,737800,R1,RES/LTD,,,
12144,67-23-B-15-0,7733-46-0547,SNGL FAM SUB,0.733,AC,251800,0,251800,444700,0,696500,209000,0,209000,354800,0,563800,R1,RES/LTD,,,
12145,67-23-B-16-0,7733-46-0480,SNGL FAM SUB,0.982,AC,265000,0,265000,0,0,265000,220000,0,220000,0,0,220000,R1,RES/LTD,,,
12147,67-23-B-17-0,7733-46-1246,SNGL FAM SUB,0.926,AC,265000,0,265000,0,0,265000,220000,0,220000,0,0,220000,R1,RES/LTD,,,
12149,67-23-B-18-0,7733-36-7029,SNGL FAM SUB,1.22,AC,289000,0,289000,846300,0,1135300,242300,0,242300,749600,0,991900,R1,RES/LTD,,,
12152,67-23-B-20-0,7733-46-0110,SNGL FAM SUB,0.992,AC,265000,0,265000,777500,8000,1050500,220000,0,220000,660100,8800,888900,R1,RES/LTD,,,
12153,67-23-B-21-0,7733-46-2110,SNGL FAM SUB,0.727,AC,265000,0,265000,657400,0,922400,220000,0,220000,585500,0,805500,R1,RES/LTD,,,
12154,67-23-B-22-0,7733-45-2962,SNGL FAM SUB,0.92,AC,265000,0,265000,886800,25100,1176900,220000,0,220000,739700,24500,984200,R1,RES/LTD,,,
12155,67-23-B-23-0,7733-45-1759,SNGL FAM SUB,1.3,AC,408000,0,408000,656600,1000,1065600,342000,0,342000,585600,1000,928600,R1,RES/LTD,,,
12156,67-23-B-24-0,7733-35-8870,SNGL FAM SUB,1.8,AC,425000,0,425000,1040200,4500,1469700,356300,0,356300,911000,3900,1271200,R1,RES/LTD,,,
12158,67-23-B-26-0,7733-35-5881,SNGL FAM SUB,1.6,AC,391000,0,391000,0,0,391000,327800,0,327800,0,0,327800,R1,RES/LTD,,,
12312,40-1-0-16-A,6726-89-3022,SNGL FAM SUB,5.508,AC,69100,66600,2500,0,0,69100,67800,65500,2300,0,0,67800,A1,AG/GEN,,,
12409,43-28-0-1-0,6767-47-8004,SNGL FAM SUB,2.4,AC,79200,0,79200,287100,0,366300,72000,0,72000,256500,0,328500,R1,RES/LTD,,,
12410,43-28-0-2-0,6767-46-9834,SNGL FAM SUB,2.56,AC,79200,0,79200,272500,55900,407600,72000,0,72000,246700,46000,364700,R1,RES/LTD,,,
12411,43-28-0-3-0,6767-56-0686,SNGL FAM SUB,2.77,AC,79200,0,79200,280300,2500,362000,72000,0,72000,254300,2700,329000,R1,RES/LTD,,,
12412,43-28-0-4-0,6767-56-2574,SNGL FAM SUB,2.63,AC,79200,0,79200,452600,0,531800,72000,0,72000,403100,0,475100,R1,RES/LTD,,,
12413,43-28-0-5-0,6767-57-2046,SNGL FAM SUB,3.58,AC,91000,0,91000,281600,9200,381800,82700,0,82700,248800,8100,339600,R1,RES/LTD,,,
12415,43-28-0-6-0,6767-57-4274,SNGL FAM SUB,3.79,AC,91000,0,91000,319200,2500,412700,82700,0,82700,280500,2500,365700,R1,RES/LTD,,,
12416,43-28-0-7-0,6767-57-9338,SNGL FAM SUB,4.53,AC,96800,0,96800,311700,2900,411400,88000,0,88000,272500,3100,363600,R1,RES/LTD,,,
12418,43-28-0-9-0,6767-66-1739,SNGL FAM SUB,9.139,AC,148200,0,148200,355400,36700,540300,134800,0,134800,307000,29600,471400,R1,RES/LTD,,,
12419,43-28-0-10-0,6767-56-8825,SNGL FAM SUB,2.84,AC,85800,0,85800,306300,7300,399400,78000,0,78000,268000,7300,353300,R1,RES/LTD,,,
12420,43-28-0-11-0,6767-56-7529,SNGL FAM SUB,2.8,AC,85800,0,85800,290300,800,376900,78000,0,78000,253400,800,332200,R1,RES/LTD,,,
12421,43-28-0-12-0,6767-56-4387,SNGL FAM SUB,2.23,AC,79200,0,79200,359100,1000,439300,72000,0,72000,310700,1000,383700,R1,RES/LTD,,,
12422,43-28-0-13-0,6767-56-7214,SNGL FAM SUB,2.53,AC,79200,0,79200,421600,0,500800,72000,0,72000,369500,0,441500,R1,RES/LTD,,,
12423,43-28-0-14-0,6767-66-0032,SNGL FAM SUB,5.61,AC,110000,0,110000,301200,80700,491900,100000,0,100000,270300,70400,440700,R1,RES/LTD,,,
12426,43-28-0-16-0,6767-55-9642,SNGL FAM SUB,3.2,AC,79200,0,79200,318600,0,397800,72000,0,72000,281200,0,353200,R1,RES/LTD,,,
12427,43-28-0-17-0,6767-55-6715,SNGL FAM SUB,2.03,AC,75200,0,75200,221900,31500,328600,68400,0,68400,193800,29400,291600,R1,RES/LTD,,,
12430,43-28-0-18-0,6767-55-4809,SNGL FAM SUB,2.04,AC,79200,0,79200,307800,2300,389300,72000,0,72000,270800,2200,345000,R1,RES/LTD,,,
12432,43-28-0-19-0,6767-55-1998,SNGL FAM SUB,2.08,AC,79200,0,79200,255400,29200,363800,72000,0,72000,223000,0,295000,R1,RES/LTD,,,
12433,43-28-0-20-0,6767-46-9086,SNGL FAM SUB,2.19,AC,79200,0,79200,302900,800,382900,72000,0,72000,266400,800,339200,R1,RES/LTD,,,
12434,43-28-0-21-0,6767-46-7294,SNGL FAM SUB,4.006,AC,85800,0,85800,346400,37700,469900,78000,0,78000,302200,31400,411600,R1,RES/LTD,,,
12440,25-1-0-5-G,5799-90-2736,SNGL FAM SUB,3.01,AC,48000,0,48000,0,0,48000,47000,0,47000,0,0,47000,A1,AG/GEN,,,
12441,25-1-0-5-H,5799-80-9956,SNGL FAM SUB,3.01,AC,48000,0,48000,0,0,48000,47000,0,47000,0,0,47000,A1,AG/GEN,,,
12442,25-1-0-5-J,5799-81-6189,SNGL FAM SUB,3.01,AC,48000,0,48000,0,0,48000,47000,0,47000,0,0,47000,A1,AG/GEN,,,
12445,64-2-0-4-A,7733-08-1296,SNGL FAM SUB,2.26,AC,179000,0,179000,221700,5800,406500,155600,0,155600,187300,5800,348700,A2R1,AG LTD/,,,
12449,66-4-0-19-0,7723-23-6956,SNGL FAM SUB,8.145,AC,70900,0,70900,0,0,70900,61900,0,61900,0,0,61900,A2,AG/LTD,,,
12450,66-4-0-19-A,7723-33-5414,Cmn Area/Open Spc,1.095,AC,0,0,0,0,0,0,0,0,0,0,0,0,A2,AG/LTD,,,
12464,4-15-0-1-C,6803-77-3546,AG 20-100 AC,23.02,AC,140800,82600,58200,187700,19300,347800,138100,81500,56600,162200,17300,317600,A1,AG/GEN,,,
12467,45-1-0-78-G,6797-82-1657,SNGL FAM SUB,10.5,AC,213500,132100,81400,76200,1000,290700,191100,118500,72600,66400,1000,258500,A2,AG/LTD,,,
12490,31-1-0-65-0,6779-57-2224,AG 20-100 AC,30,AC,313100,235000,78100,191000,49000,553100,279100,209500,69600,156100,49000,484200,A2,AG/LTD,,,
12526,1-1-0-22-H,6804-86-2636,SNGL FAM SUB,6.77,AC,65100,0,65100,9500,500,75100,64000,0,64000,10000,500,74500,A1,AG/GEN,,,
12527,4-1-0-6-B,6803-57-3329,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A1,AG/GEN,,,
12528,5-1-0-73-B,6823-48-0188,SNGL FAM SUB,16.959,AC,87300,79500,7800,0,0,87300,85700,78500,7200,0,0,85700,A1,AG/GEN,,,
12529,5-1-0-76-D,6823-66-7807,SNGL FAM SUB,10.626,AC,77700,0,77700,0,0,77700,76300,0,76300,0,0,76300,A1,AG/GEN,,,
12531,7-1-0-8-A,6842-38-4944,AG 20-100 AC,50.782,AC,296200,176800,119400,660300,64000,1020500,289900,174300,115600,610100,68700,968700,A1,AG/GEN,,,
12537,10-1-0-13-A,6801-22-9227,AG 20-100 AC,28.163,AC,115000,0,115000,77900,1800,194700,111300,0,111300,68800,1800,181900,A1,AG/GEN,,,
12539,10-1-0-43-A,6811-34-5178,SNGL FAM SUB,10,AC,71300,0,71300,26000,0,97300,69500,0,69500,29200,0,98700,A1,AG/GEN,,,
12540,11-1-0-2-B,6812-64-8172,SNGL FAM SUB,2,AC,40200,0,40200,295200,2000,337400,39400,0,39400,261000,2000,302400,A1,AG/GEN,,,
12541,11-1-0-23-C,6821-17-5260,SNGL FAM SUB,2.01,AC,46100,0,46100,129500,1900,177500,44600,0,44600,105200,2000,151800,A1,AG/GEN,,,
12543,11-1-0-53-F,6822-23-8993,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A1,AG/GEN,,,
12546,11-1-0-53-G,6822-33-1623,SNGL FAM SUB,6.79,AC,75100,0,75100,0,24300,99400,73700,0,73700,0,21600,95300,A1,AG/GEN,,,
12547,11-1-0-53-H,6822-33-4375,SNGL FAM SUB,16.94,AC,123800,0,123800,0,0,123800,121800,0,121800,0,0,121800,A1,AG/GEN,,,
12551,12-2-0-1-E,6821-95-8307,SNGL FAM SUB,4.15,AC,61500,0,61500,141300,500,203300,60900,0,60900,116900,500,178300,A1,AG/GEN,,,
12552,12-2-0-1-F,6821-85-5355,SNGL FAM SUB,16.65,AC,85600,0,85600,0,0,85600,85900,0,85900,0,0,85900,A1,AG/GEN,,,
12553,12-2-0-1-G,6821-75-2439,SNGL FAM SUB,16.66,AC,81200,0,81200,0,0,81200,84100,0,84100,0,0,84100,A1,AG/GEN,,,
12554,4-1-0-6-D,6803-77-9530,Vacant Land,1,AC,45700,0,45700,0,0,45700,44000,0,44000,0,0,44000,A1,AG/GEN,,,
12556,4-1-0-33-A,6803-87-1336,Cemetery,2.2,AC,100,0,100,0,0,100,100,0,100,0,0,100,A1,AG/GEN,,,
12558,12-1-0-17-C,6822-91-6991,SNGL FAM SUB,3.07,AC,57200,0,57200,0,0,57200,55600,0,55600,0,0,55600,A1,AG/GEN,,,
12559,11-1-0-30-B,6811-62-3982,AG 20-100 AC,50.26,AC,177300,154100,23200,0,0,177300,175900,154500,21400,0,0,175900,A1,AG/GEN,,,
12567,17-1-0-86-F,6719-18-0659,SNGL FAM SUB,3,AC,52000,0,52000,217900,0,269900,49000,0,49000,184800,0,233800,A1,AG/GEN,,,
12568,17-1-0-88-A,6719-57-3105,SNGL FAM SUB,16.16,AC,119900,0,119900,88100,20700,228700,121400,0,121400,71000,17300,209700,A1,AG/GEN,,,
12569,18-1-0-6-E,6811-90-0341,AG 20-100 AC,21.53,AC,132100,82600,49500,267600,0,399700,130400,83700,46700,231300,0,361700,A1,AG/GEN,,,
12570,18-1-0-24-0,6719-57-6676,SNGL FAM SUB,10,AC,89100,0,89100,206900,70000,366000,87500,0,87500,180500,66900,334900,A1,AG/GEN,,,
12571,18-1-0-28-C,6729-27-4796,SNGL FAM SUB,4,AC,57600,0,57600,12300,0,69900,54500,0,54500,12300,0,66800,A1,AG/GEN,,,
12572,18-1-0-33-A,6729-69-3626,SNGL FAM SUB,2.24,AC,27200,0,27200,0,21200,48400,25600,0,25600,0,19500,45100,A1,AG/GEN,,,
12573,18-4-0-2-F,6729-09-6835,SNGL FAM SUB,2.37,AC,48200,0,48200,237200,1400,286800,46200,0,46200,213300,1400,260900,A1,AG/GEN,,,
12575,19-1-0-45-B,6831-61-7114,SNGL FAM SUB,2.5,AC,68600,0,68600,8700,500,77800,64800,0,64800,8700,500,74000,A1,AG/GEN,,,
12576,20-1-0-20-B1,6840-03-6032,SNGL FAM SUB,2.01,AC,63900,0,63900,168700,600,233200,60400,0,60400,139400,600,200400,A1,AG/GEN,,,
12577,20-1-0-84-B,6840-70-3247,SNGL FAM SUB,3.632,AC,79000,0,79000,246400,161200,486600,77300,0,77300,207900,144700,429900,A1,AG/GEN,,,
12586,26-1-0-28-C,6708-65-5205,Academic-Private,0.79,AC,4400,0,4400,0,0,4400,4300,0,4300,0,0,4300,A1,AG/GEN,,,
12589,26-2-0-3-Q,6709-70-7226,SNGL FAM SUB,4.696,AC,61300,0,61300,319700,36300,417300,60200,0,60200,282000,30100,372300,A1,AG/GEN,,,
12592,27-1-0-80-D,6728-54-5710,SNGL FAM SUB,9.59,AC,86900,0,86900,0,0,86900,85200,0,85200,0,0,85200,A1,AG/GEN,,,
12604,29-1-0-126-B,6748-98-0751,SNGL FAM SUB,2.99,AC,71600,0,71600,191100,0,262700,66400,0,66400,157000,0,223400,A1,AG/GEN,,,
12605,29-9-0-7-A,6748-89-8923,SNGL FAM SUB,2.51,AC,66800,0,66800,12600,300,79700,61700,0,61700,13400,300,75400,A1,AG/GEN,,,
12606,29-9-0-7-B,6749-90-0022,SNGL FAM SUB,2.51,AC,67500,0,67500,128500,1500,197500,61700,0,61700,106400,1500,169600,A1,AG/GEN,,,
12607,29-15-0-B-1,6749-71-5299,SNGL FAM SUB,2.65,AC,70300,0,70300,230600,700,301600,66200,0,66200,197100,800,264100,A1,AG/GEN,,,
12610,31-1-0-17-B,6768-47-9880,SNGL FAM SUB,2,AC,73400,0,73400,162900,5200,241500,67100,0,67100,134400,3400,204900,A2,AG/LTD,,,
12611,31-1-0-86-A1,6778-16-4484,AG 20-100 AC,21.34,AC,269500,189400,80100,529600,194700,993800,240300,169000,71300,430500,155500,826300,A2,AG/LTD,,,
12612,31-1-0-86-A2,6778-26-4421,AG 20-100 AC,20,AC,268800,0,268800,1189200,11300,1469300,228200,0,228200,1011800,11100,1251100,A2,AG/LTD,,,
12617,32-2-0-3-F,6778-86-3922,SNGL FAM SUB,2.28,AC,82500,0,82500,158700,4400,245600,73700,0,73700,128700,4400,206800,A2,AG/LTD,,,
12618,32-2-0-3-G,6778-87-3102,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,,,
12619,34-1-0-2-A,7708-24-1368,SNGL FAM SUB,6.09,AC,147000,0,147000,0,0,147000,131300,0,131300,0,0,131300,A2,AG/LTD,,,
12620,34-1-0-2-B,7708-24-1702,SNGL FAM SUB,0.67,AC,10100,0,10100,0,0,10100,9000,0,9000,0,0,9000,A2,AG/LTD,,,
12622,34-1-0-5-0,7708-24-6156,SNGL FAM SUB,7.49,AC,168100,0,168100,0,0,168100,150200,0,150200,0,0,150200,A2,AG/LTD,,,
12623,39-1-0-5-A,6728-20-9615,SNGL FAM SUB,3.28,AC,51000,0,51000,218500,8900,278400,50000,0,50000,188700,9700,248400,A1,AG/GEN,,,
12624,39-1-0-63-C,6726-18-1807,SNGL FAM SUB,2,AC,44400,0,44400,139000,800,184200,43500,0,43500,117600,800,161900,A1,AG/GEN,,,
12625,39-1-0-94-B,6727-27-7604,SNGL FAM SUB,2,AC,44900,0,44900,137700,15500,198100,44000,0,44000,116400,13400,173800,A1,AG/GEN,,,
12626,40-1-0-31-B,6737-74-7283,SNGL FAM SUB,9.573,AC,109900,56600,53300,198300,6500,314700,108000,56300,51700,167100,6500,281600,A1,AG/GEN,,,
12627,40-1-0-40-0,6738-91-1189,Parks & Rec,176.523,AC,96000,0,96000,0,94400,190400,92800,0,92800,0,80300,173100,A1,AG/GEN,,,
12630,44-20-0-4-A,6787-41-2460,SNGL FAM SUB,4.5,AC,116300,0,116300,152000,2500,270800,103900,0,103900,124900,2500,231300,A2,AG/LTD,,,
12631,44-20-0-4-B,6787-40-0941,SNGL FAM SUB,4.5,AC,116300,0,116300,309900,800,427000,103900,0,103900,252800,800,357500,A2,AG/LTD,,,
12632,45-1-0-19-C,6797-09-1054,SNGL FAM SUB,2.37,AC,90800,0,90800,206900,1000,298700,81100,0,81100,168900,1000,251000,A2,AG/LTD,,,
12633,45-1-0-72-B,6797-41-4957,Cemetery,0.5,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,,,
12634,45-1-0-50-A,6796-57-0895,SNGL FAM SUB,2.489,AC,107300,0,107300,0,0,107300,95700,0,95700,0,0,95700,A2,AG/LTD,,,
12635,45-1-0-78-H,6797-72-9896,Cemetery,0,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,,,
12636,45-1-0-127-B2,6797-57-6846,SNGL FAM SUB,2.02,AC,182500,0,182500,0,0,182500,169100,0,169100,0,0,169100,A2,AG/LTD,,,
12637,45-1-0-129-0,6797-69-1471,COMM & IND,4.976,AC,269300,0,269300,374800,14400,658500,256500,0,256500,361600,16400,634500,M2,INDUS/G,,,
12647,46-1-0-76-H,7707-44-0658,Cemetery,0.09,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,,,
12648,46-1-0-111-B,7707-96-6951,SNGL FAM SUB,2.14,AC,108500,0,108500,95400,1700,205600,96900,0,96900,78000,1700,176600,A2,AG/LTD,,,
12649,46-1-0-111-C,7707-97-5081,Cemetery,0.04,AC,100,0,100,0,0,100,100,0,100,0,0,100,A2,AG/LTD,,,
12655,46-27-A-21-0,7707-64-9965,SNGL FAM SUB,5.027,AC,173300,0,173300,429400,0,602700,157500,0,157500,359800,0,517300,RR,RES/RUR,,,
12656,46-27-A-22-0,7707-65-9256,SNGL FAM SUB,2.704,AC,165000,0,165000,303800,0,468800,150000,0,150000,257000,0,407000,RR,RES/RUR,,,
12657,46-27-A-23-0,7707-75-0468,SNGL FAM SUB,2.007,AC,165000,0,165000,344700,500,510200,150000,0,150000,290500,500,441000,RR,RES/RUR,,,
12658,46-27-A-24-0,7707-75-1647,SNGL FAM SUB,2.002,AC,165000,0,165000,352100,22800,539900,150000,0,150000,298800,22400,471200,RR,RES/RUR,,,
12659,46-27-A-25-0,7707-75-2817,SNGL FAM SUB,2.002,AC,165000,0,165000,304600,500,470100,150000,0,150000,255600,500,406100,RR,RES/RUR,,,
12660,46-27-A-26-0,7707-76-2089,SNGL FAM SUB,2.002,AC,165000,0,165000,370900,22400,558300,150000,0,150000,309900,19900,479800,RR,RES/RUR,,,
12661,46-27-A-27-0,7707-76-3259,SNGL FAM SUB,2.002,AC,165000,0,165000,462500,2000,629500,150000,0,150000,402400,2000,554400,RR,RES/RUR,,,
12662,46-27-A-28-0,7707-76-4429,SNGL FAM SUB,2.002,AC,165000,0,165000,453300,14500,632800,150000,0,150000,379000,14500,543500,RR,RES/RUR,,,
